age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,nativecountry,class
49,4,228372,9,13,2,11,0,4,1,0,1977,60,38,1
37,2,78374,11,9,2,0,5,1,0,0,0,38,23,0
58,2,129786,11,9,2,6,0,4,1,0,0,40,38,0
23,2,410439,11,9,0,9,3,4,1,0,0,20,38,0
35,3,152307,11,9,2,2,0,4,1,0,1485,40,38,0
42,2,33895,9,13,0,0,1,4,0,0,0,40,38,0
20,2,178390,15,10,4,7,3,4,1,0,0,30,38,0
63,2,114011,1,7,0,7,1,4,0,0,0,40,38,0
23,2,157839,7,12,4,9,1,4,0,0,0,35,38,0
30,0,97355,15,10,5,9,1,4,0,0,0,40,38,0
40,2,369781,11,9,2,5,0,4,1,15024,0,45,38,1
22,2,225515,9,13,2,9,5,4,0,0,0,40,38,0
21,2,138513,15,10,4,3,3,4,1,0,0,25,38,0
72,4,138248,1,7,2,2,0,4,1,0,0,20,38,0
28,4,149141,15,10,2,2,0,4,1,0,0,45,38,1
36,0,233955,9,13,2,3,0,0,1,0,0,40,38,0
40,0,150533,9,13,2,0,0,4,1,0,1977,40,38,1
53,2,233369,11,9,2,0,5,4,0,0,0,40,38,0
22,2,188779,15,10,4,11,3,2,0,0,0,16,38,0
53,2,287927,11,9,0,11,1,4,0,0,0,60,8,0
39,2,165215,9,13,4,11,1,4,0,0,0,15,30,0
32,2,107142,8,11,2,2,0,4,1,5013,0,50,38,0
48,2,82008,11,9,2,13,0,4,1,0,0,50,38,0
25,2,116044,11,9,4,12,1,4,1,0,0,40,38,0
58,2,160101,11,9,0,0,1,4,1,0,0,55,38,0
41,2,356934,15,10,2,12,0,4,1,0,0,45,38,1
36,2,204527,11,9,4,2,4,4,1,1506,0,40,38,0
36,2,276276,15,10,0,11,1,4,1,0,0,40,38,0
28,2,110408,11,9,2,11,0,4,1,0,0,45,38,0
37,2,187022,9,13,4,0,1,4,1,0,0,40,38,0
35,2,117528,9,13,4,12,1,4,0,0,0,40,38,0
50,2,180439,15,10,2,7,0,4,1,0,0,33,38,0
47,2,185870,9,13,2,11,0,4,1,0,0,60,38,0
21,2,290504,15,10,4,7,4,4,1,0,0,40,38,0
49,2,162264,11,9,4,6,1,2,1,0,0,40,38,0
38,2,253716,11,9,0,2,1,4,1,0,0,40,38,0
28,5,190525,12,14,4,9,1,4,1,0,0,50,38,0
29,2,283227,9,13,4,9,1,4,1,0,0,40,38,0
31,2,375221,1,7,4,13,1,2,1,0,0,35,38,0
30,2,194971,11,9,2,7,0,1,1,0,0,52,2,0
30,2,198091,11,9,4,2,1,4,1,0,0,44,38,0
30,2,224462,1,7,2,13,0,4,1,0,0,50,38,0
38,2,198751,11,9,0,5,1,1,1,0,0,40,39,0
27,2,221166,9,13,2,3,0,4,1,0,0,45,38,0
54,1,277777,9,13,2,9,5,4,0,3103,0,40,38,1
32,1,247156,11,9,2,7,0,2,1,3103,0,38,38,1
23,2,61777,9,13,2,11,0,4,1,2580,0,40,38,0
62,2,67928,3,2,2,5,0,4,1,0,0,40,25,0
20,2,204596,15,10,4,11,3,4,0,0,0,32,38,0
23,2,27881,15,10,4,4,1,4,1,0,0,66,38,0
48,2,332884,7,12,0,2,1,4,1,0,0,40,38,0
60,2,178551,15,10,2,7,0,4,1,0,0,26,38,0
22,2,215917,11,9,2,2,0,0,1,0,0,40,38,0
56,2,284701,9,13,2,0,5,4,0,0,0,40,38,1
63,2,286990,15,10,2,11,0,4,1,0,0,50,38,1
73,2,366204,5,4,6,8,4,2,0,1264,0,10,38,0
22,2,163519,9,13,4,11,3,4,0,0,0,40,38,0
51,2,123780,11,9,0,6,4,4,0,0,0,40,38,0
39,2,108140,11,9,2,11,0,4,1,0,0,40,38,0
31,0,469263,11,9,0,2,4,2,1,0,0,50,38,0
52,2,216558,15,10,5,2,2,1,1,0,0,40,29,0
46,2,149218,9,13,2,11,0,4,1,0,0,40,38,1
32,2,113453,9,13,2,0,5,4,0,0,0,24,38,1
46,2,23545,11,9,0,10,1,4,1,0,0,40,38,0
46,2,409443,4,3,2,5,0,4,1,0,0,25,25,0
29,1,152744,12,14,4,9,2,1,0,1506,0,40,38,0
33,2,166543,5,4,2,6,0,2,1,0,0,40,38,0
23,2,224217,1,7,4,13,1,4,1,0,0,40,32,0
41,5,244522,11,9,0,10,4,4,1,0,0,55,38,0
50,2,148121,15,10,6,3,4,1,0,0,0,40,38,0
69,2,295425,7,12,2,3,0,4,1,0,0,24,38,0
30,4,255424,14,15,2,9,0,4,1,0,0,55,38,0
21,2,97214,11,9,4,0,3,4,0,0,0,35,38,0
29,1,158703,15,10,2,7,0,4,1,0,0,40,38,0
44,2,180383,15,10,2,5,0,4,1,0,0,60,38,0
33,2,159123,15,10,2,0,0,4,1,0,0,40,38,1
51,2,231230,11,9,2,6,0,4,1,0,0,45,38,0
25,2,134232,9,13,4,7,3,4,0,0,0,20,38,0
23,2,90729,1,7,4,6,4,3,1,0,0,40,38,0
36,2,275338,9,13,2,3,5,4,0,0,0,40,38,1
23,2,410446,11,9,4,2,3,4,1,0,0,40,38,0
28,2,120475,11,9,4,2,1,4,1,0,0,35,38,0
39,0,127048,15,10,4,3,4,4,0,0,0,40,38,0
60,5,113544,9,13,2,3,0,4,1,0,0,50,38,1
34,3,233727,9,13,2,3,0,4,1,0,0,50,38,1
62,4,210064,15,10,6,9,4,4,1,0,0,20,38,0
53,2,77462,15,10,5,9,1,4,1,0,0,60,38,0
25,2,108001,15,10,2,5,0,4,1,0,0,45,38,0
36,2,379522,11,9,2,2,0,4,1,15024,0,40,38,1
29,5,51461,7,12,4,12,1,4,1,0,0,45,38,0
31,2,147270,15,10,4,0,3,4,0,0,0,35,38,0
44,2,118212,0,6,2,6,0,4,1,0,0,40,38,0
49,2,189792,12,14,2,9,0,4,1,0,0,60,38,0
38,2,248445,4,3,2,6,0,4,1,0,0,40,25,0
39,2,218490,14,15,2,9,0,4,1,15024,0,60,38,1
38,3,312232,9,13,2,11,0,4,1,0,0,55,38,1
47,2,234470,7,12,6,0,4,2,0,0,0,40,38,0
19,2,389942,11,9,4,2,1,4,1,0,0,40,38,0
38,2,79483,11,9,0,0,1,4,0,0,0,45,38,0
39,2,389279,8,11,0,3,4,4,0,0,0,40,38,0
50,4,107581,11,9,2,11,0,4,1,0,0,50,38,0
38,2,176458,11,9,0,7,4,4,0,0,0,35,38,0
19,2,70505,15,10,4,7,1,4,0,0,0,20,38,0
51,1,259646,12,14,0,3,4,4,0,0,0,40,38,0
40,2,235743,7,12,0,3,4,4,1,0,0,45,38,0
35,2,177449,9,13,2,11,0,4,1,0,1887,52,38,1
28,2,103432,11,9,4,13,3,4,1,0,0,45,31,1
47,2,347088,4,3,5,7,4,4,0,0,0,40,38,0
51,4,275924,9,13,2,3,0,4,1,99999,0,50,25,1
34,2,162113,15,10,2,3,5,4,0,0,0,48,38,1
17,2,147497,4,3,4,11,3,4,0,0,0,20,38,0
33,4,37232,8,11,0,2,1,4,1,10520,0,80,38,1
33,2,441949,15,10,4,5,3,4,1,0,0,24,38,0
30,2,285855,6,5,2,2,0,4,1,0,0,40,38,0
49,2,103123,9,13,2,5,0,4,1,0,0,40,38,1
46,2,207076,12,14,4,0,1,4,1,0,0,60,38,0
38,4,36270,11,9,3,4,4,4,1,0,0,60,38,0
43,2,206927,9,13,2,11,0,4,1,15024,0,50,38,1
32,2,236415,11,9,4,0,1,4,0,0,0,40,38,0
26,2,108035,11,9,4,3,1,4,0,0,0,40,38,0
21,2,225395,15,10,4,9,3,4,0,0,0,24,38,0
28,5,140239,11,9,5,7,3,4,0,0,0,11,38,0
36,2,338033,15,10,0,11,4,4,0,0,0,40,38,0
55,2,314164,14,15,2,9,0,4,1,0,0,40,38,1
56,2,337065,5,4,0,4,2,4,1,0,0,40,38,0
33,5,340899,10,16,2,12,0,4,1,0,0,45,38,1
49,2,102096,6,5,2,5,0,4,1,3781,0,40,38,0
47,2,31141,12,14,2,12,0,4,1,0,0,40,38,1
62,2,312818,9,13,2,3,0,4,1,0,1902,1,38,1
42,1,270147,12,14,4,9,1,4,0,0,0,40,38,0
41,2,97279,11,9,2,13,0,4,1,0,0,50,38,0
31,2,247328,4,3,4,13,1,4,1,0,0,30,7,0
48,4,31267,11,9,2,7,0,4,1,3411,0,70,38,0
32,2,220066,15,10,4,11,1,4,0,0,0,40,38,0
19,4,159269,11,9,4,7,3,4,1,0,0,53,40,0
47,2,155107,11,9,2,12,0,4,1,0,0,40,38,0
24,1,354351,11,9,2,2,0,4,1,0,0,60,38,1
18,2,129053,1,7,4,7,3,4,1,0,0,28,38,0
58,2,255822,5,4,2,5,0,4,1,0,0,40,38,0
49,2,192323,11,9,2,2,0,4,1,0,0,40,38,1
31,2,176244,11,9,2,0,5,4,0,0,0,35,38,0
23,2,223019,15,10,2,0,5,4,0,0,0,40,38,0
32,2,243243,11,9,2,0,0,4,1,0,0,77,38,0
22,5,194630,15,10,4,9,3,4,1,0,0,10,38,0
51,3,98980,11,9,3,3,1,4,1,0,0,99,38,1
39,2,223792,11,9,2,5,0,4,1,0,0,72,38,0
31,2,415706,0,6,5,7,4,4,0,0,0,40,38,0
38,1,68781,15,10,2,10,0,4,1,0,0,40,38,0
68,3,113718,1,7,2,11,0,4,1,0,1258,40,38,0
37,1,152587,15,10,4,2,1,4,1,0,0,40,38,0
25,5,120268,15,10,2,2,3,4,1,0,0,50,38,1
37,2,52870,9,13,2,3,0,4,1,0,0,40,38,0
55,1,193895,11,9,0,0,4,4,0,0,0,38,38,0
32,2,239662,11,9,2,2,0,2,1,0,1579,36,38,0
51,1,201040,12,14,2,9,0,4,1,0,0,40,25,1
36,5,25806,10,16,2,9,0,1,1,0,0,40,2,0
46,2,130667,11,9,2,13,0,2,1,0,0,40,38,0
55,2,141807,10,16,2,3,0,4,1,0,0,40,38,1
51,5,108037,10,16,0,3,1,4,0,0,0,40,38,0
50,1,129311,11,9,2,13,0,4,1,0,0,40,38,0
47,2,149218,11,9,2,3,0,4,1,0,0,65,38,0
42,2,337276,15,10,2,13,0,4,1,0,0,40,38,1
48,1,24366,8,11,2,10,0,0,1,0,0,40,38,0
35,3,49020,7,12,4,4,3,4,1,0,0,35,38,0
36,2,165007,11,9,4,9,1,4,1,0,0,40,38,0
31,2,83413,11,9,4,11,3,4,1,0,0,40,38,0
45,2,103331,15,10,2,7,0,4,1,15024,0,44,38,1
56,2,142689,1,7,0,11,1,4,1,0,0,50,38,0
36,2,398575,15,10,4,12,4,4,0,0,0,40,38,0
26,2,166301,9,13,4,12,1,4,1,0,0,40,38,0
37,2,53703,9,13,4,2,1,4,1,0,0,40,38,0
38,2,274907,7,12,4,9,1,4,1,0,0,35,38,0
34,2,226525,11,9,4,4,1,4,1,0,0,40,38,0
29,2,36440,9,13,4,0,1,4,0,0,0,40,38,0
37,2,81965,15,10,0,7,4,4,0,0,0,25,38,0
52,2,111192,15,10,2,6,0,0,1,0,0,40,38,0
20,2,214238,1,7,4,11,2,4,0,0,0,32,25,0
43,2,115932,9,13,2,11,0,4,1,0,0,40,38,1
33,2,173730,12,14,2,9,0,4,1,0,0,40,38,0
63,2,123157,11,9,2,5,0,4,1,0,0,40,38,0
67,2,220283,11,9,0,11,1,4,0,0,0,20,38,0
24,2,155066,8,11,4,11,1,4,1,0,0,40,38,0
29,2,244246,15,10,4,2,4,4,1,0,0,40,30,0
37,2,112264,11,9,2,11,0,4,1,0,0,40,38,0
54,2,200450,15,10,2,11,0,4,1,0,0,60,38,0
57,2,340591,11,9,2,9,0,4,1,0,0,45,38,0
36,1,43712,8,11,0,3,1,4,1,0,0,50,38,0
41,2,316820,14,15,0,9,1,4,1,0,0,45,38,1
48,2,44142,15,10,2,0,0,4,1,0,0,45,38,0
24,2,311311,9,13,4,6,1,4,1,0,0,65,38,0
29,2,264166,15,10,4,0,1,4,0,0,0,60,25,0
44,2,112656,11,9,2,0,5,4,0,0,0,20,38,0
45,2,123844,11,9,0,7,3,4,0,0,0,60,38,0
27,2,146760,15,10,4,7,3,2,0,0,0,40,38,0
36,2,225516,9,13,2,3,0,2,1,0,0,40,38,1
36,2,114366,7,12,2,3,0,4,1,0,0,50,38,0
32,5,199227,9,13,2,0,0,4,1,0,0,55,38,0
18,2,299347,11,9,4,7,3,4,0,0,0,20,38,0
39,2,74194,8,11,0,2,1,4,1,0,1721,45,38,0
25,2,244408,11,9,2,3,3,1,0,0,0,40,29,0
26,2,198289,2,8,4,4,2,4,1,0,0,40,32,0
63,5,89451,14,15,2,9,0,4,1,0,0,40,38,1
50,1,149433,11,9,2,2,0,4,1,0,0,45,38,0
47,2,236999,3,2,2,6,0,4,1,0,0,40,25,0
17,2,34943,0,6,4,7,3,4,0,0,0,15,38,0
46,3,40666,11,9,2,4,0,4,1,15024,0,40,38,1
34,2,329170,15,10,4,0,1,4,0,6849,0,70,38,0
26,2,122999,9,13,4,9,1,4,1,0,0,45,38,0
48,1,118972,0,6,2,13,0,4,1,0,0,40,38,0
47,2,205068,14,15,2,9,0,4,1,0,1977,60,38,1
40,2,195124,11,9,2,2,0,4,1,0,0,40,3,0
21,2,143184,15,10,4,7,3,4,0,0,0,40,38,0
37,2,175232,9,13,2,9,0,4,1,0,0,40,38,1
41,2,319366,15,10,2,12,0,4,1,0,0,40,13,1
34,2,61559,11,9,4,2,1,4,1,0,0,35,38,0
47,2,247869,15,10,5,13,4,4,1,0,0,50,38,1
39,2,204158,15,10,2,11,0,4,1,5178,0,60,38,1
36,2,239755,8,11,4,6,1,4,1,0,0,40,38,0
29,2,198210,11,9,4,12,4,2,0,0,0,40,38,0
46,1,190961,11,9,5,0,4,2,0,0,0,40,38,0
77,2,171193,8,11,0,11,1,4,0,0,1668,30,38,0
27,2,110073,9,13,4,12,1,4,1,0,0,40,8,1
19,2,163885,11,9,4,6,3,4,0,0,0,40,38,0
38,2,99783,8,11,2,7,5,4,0,0,1902,40,38,0
18,2,430930,1,7,4,8,3,4,0,0,0,6,38,0
54,2,200450,15,10,2,12,0,4,1,0,0,35,38,0
33,2,226296,11,9,2,7,0,4,1,0,1672,50,38,0
45,3,214690,15,10,5,0,1,4,1,0,0,40,38,0
28,2,181008,9,13,2,3,0,4,1,0,0,50,8,1
26,1,345779,9,13,4,9,1,4,1,0,0,43,38,0
26,2,58350,9,13,4,9,1,4,0,0,0,50,38,0
41,2,164647,11,9,0,3,1,2,0,0,0,40,38,0
21,2,142809,11,9,4,3,1,4,1,0,0,40,38,0
38,2,105803,12,14,2,9,0,4,1,0,0,40,38,1
26,2,195067,9,13,2,11,0,4,1,0,0,40,38,0
49,2,289964,15,10,5,11,1,4,1,0,0,50,38,0
26,2,194813,15,10,2,6,0,4,1,0,0,40,38,0
43,3,303211,11,9,4,3,3,4,1,0,0,40,38,0
22,2,37932,15,10,4,11,1,4,1,0,0,25,38,0
73,4,268832,11,9,2,4,0,4,1,0,0,45,38,0
33,2,63925,4,3,4,6,1,4,1,0,0,35,38,0
25,2,189897,11,9,4,2,1,4,1,0,0,40,38,0
36,2,635913,11,9,3,7,1,2,1,0,0,40,38,0
42,4,138162,9,13,2,3,0,4,1,0,0,45,38,0
54,4,164757,8,11,2,2,0,4,1,0,0,16,38,0
33,2,236013,7,12,2,3,5,4,0,0,0,55,38,1
79,2,149912,9,13,4,7,1,4,0,0,0,40,38,0
48,2,85384,9,13,2,3,0,4,1,7688,0,40,38,1
52,4,30008,12,14,2,4,0,4,1,0,0,45,38,0
23,5,209744,11,9,4,0,1,4,1,0,0,38,38,0
25,2,161027,11,9,4,11,3,4,1,0,0,40,38,0
54,2,131662,15,10,0,0,1,4,0,0,0,40,10,0
47,2,115971,15,10,2,2,0,4,1,0,0,40,38,1
21,2,88373,11,9,2,7,2,4,0,0,0,16,38,0
45,0,211399,12,14,2,3,0,4,1,7298,0,40,38,1
22,1,273989,9,13,4,9,1,4,1,0,0,40,38,0
27,2,124614,11,9,4,11,1,4,0,0,0,40,38,0
51,2,263439,9,13,2,5,0,4,1,0,0,40,38,0
56,4,19896,15,10,2,11,5,4,0,0,0,60,38,1
31,2,229732,11,9,4,2,2,4,1,0,0,50,38,0
36,2,220237,12,14,0,3,1,4,1,0,0,50,11,1
46,4,130779,8,11,2,4,0,4,1,0,0,48,38,1
24,2,152540,9,13,0,13,4,4,0,0,0,40,38,0
47,2,168330,11,9,2,2,0,4,1,2829,0,40,38,0
29,2,485944,9,13,4,11,3,2,1,0,0,40,38,0
34,2,199539,8,11,2,2,0,4,1,0,0,48,38,1
26,2,210521,11,9,2,2,0,4,1,0,0,42,38,1
19,2,244175,1,7,4,11,3,4,1,0,0,25,38,0
42,2,223763,12,14,2,0,0,4,1,0,0,40,38,1
42,2,63596,11,9,0,7,1,4,0,0,0,30,38,0
35,2,108540,11,9,2,2,0,4,1,3137,0,40,38,0
43,4,116632,8,11,2,11,0,4,1,0,1887,45,38,1
17,2,175414,11,9,4,7,3,4,0,0,0,15,38,0
38,0,290624,8,11,4,0,1,4,0,0,0,40,38,0
33,2,557805,8,11,4,11,2,4,0,0,0,40,7,0
20,2,19410,11,9,4,7,4,0,0,0,0,40,38,0
48,2,206357,11,9,0,0,4,4,0,0,0,44,38,0
38,2,216385,11,9,2,6,0,2,1,0,1740,40,13,0
46,2,120131,9,13,2,3,0,4,1,3103,0,40,38,1
72,2,131699,15,10,6,0,1,4,0,0,0,6,38,0
30,4,157778,11,9,4,2,4,4,1,0,0,40,38,0
31,2,302679,11,9,2,2,0,4,1,0,0,40,38,0
29,2,133292,15,10,4,0,3,2,1,0,0,40,38,0
83,4,243567,1,7,4,4,1,4,1,0,0,20,38,0
61,2,72442,11,9,2,2,0,4,1,0,0,40,38,1
42,4,43909,12,14,0,9,1,4,0,0,0,32,38,0
23,2,108307,11,9,4,4,3,4,1,0,0,40,38,0
20,1,87467,15,10,4,9,3,4,0,0,0,18,38,0
42,5,99185,11,9,4,0,1,4,0,0,0,38,38,0
27,0,37274,11,9,4,2,3,4,1,0,0,20,38,0
44,4,342434,9,13,2,2,0,4,1,0,0,50,38,1
62,4,234372,12,14,2,11,0,4,1,0,0,40,38,0
66,3,107627,11,9,2,11,0,4,1,0,0,60,38,1
32,2,30271,11,9,0,0,4,4,0,0,0,45,38,0
30,2,368570,11,9,2,0,0,4,1,0,0,50,38,0
43,2,316820,7,12,2,3,0,4,1,7688,0,40,38,1
56,5,176538,7,12,4,0,1,4,0,0,0,45,38,0
64,2,265786,4,3,2,7,0,2,1,0,0,40,38,0
31,2,82393,15,10,2,7,2,1,1,0,0,30,29,0
46,2,318259,15,10,5,12,4,4,0,0,0,55,38,0
45,2,157980,11,9,0,0,4,4,0,0,0,32,38,0
52,0,165050,11,9,4,0,1,4,1,0,0,48,38,1
19,2,303652,11,9,4,11,4,4,0,0,0,30,38,0
34,2,393376,11,9,4,7,4,4,0,0,0,40,38,0
57,3,121912,9,13,0,3,1,4,1,0,0,50,38,1
30,2,351770,6,5,0,7,4,4,0,0,0,38,38,0
39,4,198841,9,13,2,9,0,4,1,0,0,60,1,1
41,1,139160,9,13,0,9,1,2,1,0,0,40,38,0
31,2,137385,15,10,4,12,1,2,0,0,0,50,38,0
39,2,86643,9,13,0,3,1,4,1,27828,0,55,38,1
20,2,200089,1,7,4,4,2,4,1,0,0,36,7,0
26,2,219199,11,9,2,13,0,4,1,0,0,50,38,1
36,2,142711,11,9,5,6,1,4,1,0,0,40,32,0
29,2,626493,9,13,4,3,1,4,1,0,0,40,38,0
24,2,177125,15,10,2,13,0,4,1,0,0,60,38,0
28,5,181776,9,13,4,9,1,4,0,0,1876,70,38,0
36,2,257250,11,9,2,11,0,4,1,0,0,35,38,0
42,2,444134,11,9,2,13,0,4,1,0,0,40,38,0
34,1,33731,15,10,2,13,0,4,1,0,0,40,38,1
27,2,209443,9,13,1,11,5,4,0,0,0,40,38,0
39,2,140854,11,9,2,13,0,4,1,0,1902,60,38,1
50,2,330142,15,10,2,7,0,4,1,0,0,44,38,0
26,2,29488,14,15,4,9,1,4,1,0,0,40,38,1
52,2,279129,12,14,2,3,0,4,1,0,0,60,38,1
32,2,177940,7,12,4,6,3,2,1,0,0,48,38,0
19,2,391403,15,10,4,0,3,4,1,0,0,30,38,0
36,2,334365,1,7,2,13,0,4,1,0,0,60,38,0
28,2,171356,15,10,4,11,3,4,1,0,0,55,38,0
45,2,71145,9,13,0,3,4,4,1,0,0,45,38,1
25,2,36943,7,12,0,7,1,4,0,0,0,32,38,0
42,2,285787,7,12,4,9,3,4,1,0,0,40,38,0
24,2,433580,15,10,2,0,0,4,1,0,0,40,38,0
55,4,50197,6,5,2,4,0,4,1,0,0,30,38,0
59,5,139611,14,15,2,9,0,1,1,0,1977,40,18,1
31,2,187802,15,10,0,7,1,4,0,0,0,40,38,0
28,2,241431,2,8,2,5,0,4,1,0,0,40,38,0
30,2,121775,9,13,2,4,0,4,1,0,0,40,38,0
19,2,136758,15,10,4,12,3,4,0,0,0,10,38,0
22,2,493034,11,9,4,7,3,2,1,0,0,40,38,0
20,2,132139,0,6,4,5,3,4,1,0,0,30,38,0
23,2,198861,9,13,4,3,3,4,1,0,1669,40,38,0
19,2,273226,1,7,4,12,3,4,1,0,0,40,38,0
19,2,323054,11,9,4,11,1,1,1,0,0,30,38,0
22,2,284895,15,10,2,3,0,4,1,0,0,55,38,0
21,2,191324,15,10,4,7,3,4,1,0,0,25,38,0
53,2,92565,12,14,2,9,0,1,1,0,0,40,38,1
46,2,234690,9,13,2,0,0,4,1,0,0,40,4,1
20,2,258509,11,9,4,6,3,2,1,0,0,40,38,0
42,5,178897,12,14,0,9,4,4,0,1151,0,40,38,0
65,2,220788,12,14,4,9,1,4,1,0,0,60,38,0
55,2,376548,11,9,2,10,0,4,1,0,0,40,38,0
18,2,228592,11,9,4,13,3,4,1,0,0,18,38,0
33,1,177216,11,9,2,13,0,2,1,0,0,40,38,0
21,2,23813,0,6,0,2,1,0,1,0,0,40,38,0
47,2,195688,11,9,2,0,5,4,0,0,0,40,38,0
34,2,129775,11,9,0,13,1,4,1,0,0,40,38,0
22,2,339644,11,9,3,0,2,4,0,0,0,40,38,0
61,2,149648,1,7,6,6,1,4,0,0,0,40,38,0
79,2,187492,11,9,2,9,0,4,1,0,0,7,38,0
18,2,336523,2,8,4,7,2,2,1,0,0,20,38,0
39,5,222530,15,10,4,9,1,2,0,0,1590,40,38,0
49,3,140644,9,13,2,11,0,4,1,5013,0,45,38,0
31,2,265201,11,9,4,0,1,4,0,0,0,40,10,0
47,2,135246,1,7,4,2,4,4,1,0,0,40,38,0
36,2,89202,8,11,2,3,0,4,1,0,0,50,38,1
25,2,296394,11,9,4,6,4,2,1,0,0,45,38,0
50,1,66544,12,14,0,9,4,4,0,0,0,65,38,0
41,4,165815,11,9,4,4,1,4,1,0,0,40,38,0
18,2,187722,15,10,4,7,3,4,0,0,0,20,38,0
38,1,187046,11,9,2,10,0,4,1,0,0,40,38,1
38,2,397877,9,13,2,3,0,4,1,15024,0,50,38,1
37,2,258827,9,13,2,11,0,4,1,0,0,50,38,1
19,2,119529,15,10,4,7,3,4,0,0,0,15,38,0
22,2,97212,11,9,4,7,1,4,0,0,0,15,38,0
19,2,47235,15,10,4,7,1,4,0,0,0,75,38,0
56,2,359972,15,10,0,2,1,4,1,0,0,40,38,0
20,2,97212,15,10,2,11,5,4,0,0,0,30,38,0
52,1,72036,8,11,2,0,0,4,1,0,0,25,38,0
35,2,174938,11,9,2,0,0,4,1,0,0,40,38,0
29,2,201404,11,9,4,6,1,4,1,0,0,56,38,0
23,2,234791,15,10,4,7,4,4,0,0,0,36,38,0
33,5,85632,15,10,2,0,5,4,0,0,0,40,38,0
17,2,147411,4,3,4,7,1,4,1,0,0,30,38,0
36,2,127388,7,12,2,11,5,4,0,0,0,40,38,0
21,2,116657,11,9,4,3,3,4,1,0,0,40,38,0
28,2,108706,1,7,4,5,3,4,0,0,0,20,38,0
19,2,158343,15,10,4,7,3,4,0,0,0,12,38,0
51,2,914061,11,9,0,2,1,4,1,0,0,50,38,0
38,2,190174,15,10,2,0,5,4,0,0,0,30,38,0
19,2,456736,15,10,4,7,1,4,1,0,0,35,38,0
46,3,167882,8,11,0,3,1,4,0,8614,0,70,38,1
42,3,557349,9,13,2,3,0,4,1,0,0,70,38,0
19,2,310483,2,8,4,7,3,4,1,0,0,25,38,0
29,2,78261,11,9,5,10,1,4,1,0,0,55,38,0
39,2,172571,12,14,2,3,0,4,1,0,0,45,38,1
21,2,230229,11,9,4,5,2,4,1,0,0,40,25,0
30,2,183017,11,9,0,6,3,4,1,0,0,40,38,0
38,4,230329,11,9,2,11,0,4,1,0,0,48,38,0
47,2,46537,11,9,4,7,1,4,0,0,0,40,38,0
34,2,409622,4,3,2,2,0,3,1,0,0,40,25,0
46,2,190482,11,9,0,2,1,4,1,0,0,40,38,0
20,5,113588,11,9,4,12,3,4,0,0,0,24,38,0
46,4,246891,14,15,4,9,1,4,1,0,0,99,38,1
50,2,193081,13,1,4,7,1,2,0,0,0,40,13,0
35,2,141420,11,9,2,13,1,4,1,0,0,40,38,0
32,2,197325,11,9,2,2,0,4,1,0,0,40,38,0
22,2,443336,15,10,4,7,1,4,0,0,0,25,38,0
37,2,66304,6,5,2,10,0,4,1,0,0,16,38,0
25,2,180783,11,9,0,2,3,4,1,0,0,10,38,0
38,1,218763,12,14,5,9,4,4,0,0,0,40,38,0
39,0,388252,9,13,4,12,3,2,1,0,0,40,38,0
22,2,55614,11,9,4,5,4,4,1,0,0,40,38,0
25,2,307643,7,12,2,2,0,4,1,3103,0,45,38,1
25,1,58065,9,13,2,9,5,4,0,0,0,50,38,0
65,5,172348,11,9,6,0,4,4,0,0,0,20,38,0
72,2,138790,11,9,2,0,0,4,1,0,0,30,38,0
25,5,117393,9,13,2,3,5,4,0,0,0,38,38,0
22,2,227220,15,10,4,9,1,4,0,0,0,40,38,0
36,2,241306,15,10,2,2,0,4,1,0,0,40,38,1
27,2,189565,15,10,4,12,1,4,1,0,0,40,38,0
33,3,182714,9,13,4,9,1,4,0,0,0,40,38,0
28,2,113839,15,10,2,11,0,4,1,0,0,40,38,0
30,2,92531,9,13,2,0,0,4,1,0,0,40,38,1
24,2,119629,15,10,4,11,1,4,0,0,0,37,38,0
26,2,322585,11,9,4,11,3,4,1,0,0,40,38,0
38,2,277347,15,10,2,2,0,4,1,0,0,40,38,0
20,2,221955,4,3,4,2,2,4,1,0,0,40,25,0
38,2,149347,11,9,2,2,0,4,1,0,0,40,38,1
75,2,207116,11,9,3,7,1,4,1,0,0,40,38,0
35,2,174077,15,10,0,12,4,4,0,0,0,32,38,0
50,2,22418,11,9,2,2,0,4,1,0,0,40,38,0
23,4,255252,1,7,4,5,1,4,1,0,0,40,38,0
74,2,159138,11,9,6,7,1,4,0,0,0,12,38,0
38,2,414991,11,9,2,13,0,4,1,0,0,40,38,1
43,2,282678,11,9,0,3,1,4,0,0,0,60,38,0
53,0,164195,15,10,2,12,0,4,1,4386,0,40,38,1
21,2,143436,11,9,4,13,1,4,1,0,0,40,38,0
33,2,202046,11,9,2,6,0,4,1,0,0,40,1,0
55,2,236731,3,2,4,7,1,4,1,0,0,40,5,0
23,1,307267,9,13,4,9,1,4,0,0,0,10,38,0
49,2,144514,11,9,2,0,0,4,1,0,0,40,38,0
62,2,155913,7,12,2,2,0,4,1,0,0,40,38,1
17,2,206383,1,7,4,5,3,4,1,0,0,17,38,0
25,2,233994,11,9,2,6,0,4,1,0,0,50,38,0
33,4,123291,11,9,2,13,0,4,1,0,0,50,38,0
34,4,195602,11,9,2,2,0,4,1,0,0,55,38,0
20,2,151888,15,10,4,2,3,4,1,0,0,40,38,0
